Brand,Product Name,SKU,Product Price,Product Description
Porter Cable,"Porter Cable 9"" 7800 Sanding Pads 150 Grit 5ct",77155,39.99,"Porter Cable 9"" 7800 Sanding Pads 150 Grit 5ct Authentic Porter Cable Sanding Pads for the PC7800 Sander. The abrasive disc is glued to the foam backing, and Porter Cable's patented design eliminates swirl marks. Features: 150 Grit For Finish Sanding and Cleaning Of Bare Surfaces Premium Foam Pad For Even Material Removal and Long Pad Life Durable Aluminum Oxide Grain For Longer Disc Life and Higher Removal Rates Great For Delicate Cleanup Of Residue and Blemishes"
Porter Cable,"Porter Cable 9"" 7800 Sanding Pads 180 Grit 5ct",77185,39.99,"Porter Cable 9"" 7800 Sanding Pads 180 Grit 5ct Authentic Porter Cable Sanding Pads for the PC7800 Sander. The abrasive disc is glued to the foam backing, and Porter Cable's patented design eliminates swirl marks. Features: 180 Grit For Finish Sanding and Cleaning Of Bare Surfaces Premium Foam Pad For Even Material Removal and Long Pad Life Durable Aluminum Oxide Grain For Longer Disc Life and Higher Removal Rates Great For Final Cleanup Of Light Residue and Finish"
Porter Cable,"Porter Cable 9"" 7800 Sanding Pads 220 Grit 5ct",77225,39.99,"Porter Cable 9"" 7800 Sanding Pads 220 Grit 5ct Authentic Porter Cable Sanding Pads for the PC7800 Sander. The abrasive disc is glued to the foam backing, and Porter Cable's patented design eliminates swirl marks. Features: 220 Grit For Surface Conditioning and Preparation Premium Foam Pad For Even Material Removal and Long Pad Life Durable Aluminum Oxide Grain For Longer Disc Life and Higher Removal Rates Great For Delicate Cleanup Of Residue and Blemishes"
Porter Cable,"Porter Cable 9"" 7800 Sanding Pads 80 Grit 5ct",77085,39.99,"Porter Cable 9"" 7800 Sanding Pads 80 Grit 5ct Authentic Porter Cable Sanding Pads for the PC7800 Sander. The abrasive disc is glued to the foam backing, and Porter Cable's patented design eliminates swirl marks. Features: 80 Grit For Heavy Sanding, Leveling Imperfect Surfaces, Removal Of Material Premium Foam Pad For Even Material Removal and Long Pad Life Durable Aluminum Oxide Grain For Longer Disc Life and Higher Removal Rates Great For Rough Cleanup"
Porter Cable,Porter Cable Drive Shaft 877728,877728,58.72,Porter Cable Drive Shaft #877728 For Drywall Sander PC7800 Get Your Sander Spinning Smooth Again! Genuine Porter Cable Replacement Drive Shaft #877728 (#659372). THis drive shaft fits the following Porter Cable Sanders. Porter Cable 7800 Types 1-5 Porter Cable 7801 Type 1 Porter Cable 259385 Type 2
Porter Cable Parts,330003-17 - Bearing - for Porter Cable 7800 Drywall Sander,PORT-330003-17,15.75,330003-17 - Bearing - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,330003-64 - Ball Bearing (6001DW) - for Porter Cable 7800 Drywall Sander,PORT-330003-64,15.92,330003-64 - Ball Bearing (6001DW) - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,645825-00 - Support Tube - for Porter Cable 7800 Drywall Sander,PORT-645825,33.5,645825-00 - Support Tube - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,652775-00 - Cord Assembly - for Porter Cable 7800 Drywall Sander,PORT-652775,44.97,652775-00 - Cord Assembly - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,659372-00 - Drive Shaft - for Porter Cable 7800 Drywall Sander,PORT-659372-00,46.17,659372-00 - Drive Shaft - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,659373-00 - Casing - for Porter Cable 7800 Drywall Sander,PORT-659373-00,88.45,659373-00 - Casing - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,696667 - Retaining-Ring - for Porter Cable 7800 Drywall Sander,PORT-696667,2.07,696667 - Retaining-Ring - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,698609 - Gasket - for Porter Cable 7800 Drywall Sander,PORT-698609,2.86,698609 - Gasket - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,859384 - Screw - for Porter Cable 7800 Drywall Sander,PORT-859384,1.9,859384 - Screw - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,869734-N119739 - Brush (2 Required) - for Porter Cable 7800 Drywall Sander,PORT-869734,6.48,869734-N119739 - Brush (2 Required) - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,877702 - Brush/Skirt - for Porter Cable 7800 Drywall Sander,PORT-877702,43.1,877702 - Brush/Skirt - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,877725 - Right Support Arm - for Porter Cable 7800 Drywall Sander,PORT-877725,22.19,877725 - Right Support Arm - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,877730 - N097916 - Nylon Bushing - for Porter Cable 7800 Drywall Sander,PORT-877730,5.73,877730 - N097916 - Nylon Bushing - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,877733 - Tube Clamp Plate - for Porter Cable 7800 Drywall Sander,PORT-877733,11.95,877733 - Tube Clamp Plate - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,877751 - Hose - for Porter Cable 7800 Drywall Sander,PORT-877751,87.06,877751 - Hose - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,877752 - Dust Bag - for Porter Cable 7800 Drywall Sander,PORT-877752,78.37,877752 - Dust Bag - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,877755 - Spring - for Porter Cable 7800 Drywall Sander,PORT-877755,2.05,877755 - Spring - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,877757 - Nut - for Porter Cable 7800 Drywall Sander,PORT-877757,8.25,877757 - Nut - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,877772 - Hose Clamp Nut - for Porter Cable 7800 Drywall Sander,PORT-877772,9.13,877772 - Hose Clamp Nut - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,877778 - Pivot Plate - for Porter Cable 7800 Drywall Sander,PORT-877778,37.05,877778 - Pivot Plate - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,877787 - Spindle Gear Assembly - for Porter Cable 7800 Drywall Sander,PORT-877787,17.78,877787 - Spindle Gear Assembly - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,878813 - Screw - for Porter Cable 7800 Drywall Sander,PORT-878813,2.86,878813 - Screw - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,879685 - Guide Pin (Long) - for Porter Cable 7800 Drywall Sander,PORT-879685,2.1,879685 - Guide Pin (Long) - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,879686 - Guide Pin (Short) - for Porter Cable 7800 Drywall Sander,PORT-879686,3.78,879686 - Guide Pin (Short) - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,879688 - Left Support Arm - for Porter Cable 7800 Drywall Sander,PORT-879688,10.12,879688 - Left Support Arm - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,879737 - Clamp Plate - for Porter Cable 7800 Drywall Sander,PORT-879737,3.18,879737 - Clamp Plate - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,879769 - O Ring - for Porter Cable 7800 Drywall Sander,PORT-879769,2.05,879769 - O Ring - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,879770 - Dust Plug - for Porter Cable 7800 Drywall Sander,PORT-879770,2.86,879770 - Dust Plug - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,881789 - N346519 - Back Up Pad - for Porter Cable 7800 Drywall Sander,PORT-881789,75.13,881789 - N346519 - Back Up Pad - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,882168 - Main Tube for Porter Cable 7800 Drywall Sander,PORT-882168,115.59,882168 - Main Tube for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,882187 - Screw - for Porter Cable 7800 Drywall Sander,PORT-882187,1.9,882187 - Screw - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,882428 - Hose Reducer - for Porter Cable 7800 Drywall Sander,PORT-882428,7.78,882428 - Hose Reducer - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,882703 - Screw - for Porter Cable 7800 Drywall Sander,PORT-882703,2.05,882703 - Screw - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,883485 - Screw - for Porter Cable 7800 Drywall Sander,PORT-883485,2.86,883485 - Screw - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,884843 - Clamp - for Porter Cable 7800 Drywall Sander,PORT-884843,5.5,884843 - Clamp - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,885163 - Vacuum Adapt HSG Set - for Porter Cable 7800 Drywall Sander,PORT-885163,20.2,885163 - Vacuum Adapt HSG Set - for Porter Cable 7800 Drywall Sander
Porter Cable Parts,887452 - Switch Cover - for Porter Cable 7800 Drywall Sander,PORT-887452,2.49,887452 - Switch Cover - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,887453 - Switch - for Porter Cable 7800 Drywall Sander,PORT-887453,13.4,887453 - Switch - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,887454 - On/Off SWTH Flex 230 - for Porter Cable 7800 Drywall Sander,PORT-887454,31.32,887454 - On/Off SWTH Flex 230 - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,889303 - Tube Support Housing - for Porter Cable 7800 Drywall Sander,PORT-889303,22.4,889303 - Tube Support Housing - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,890961 - Hose Connector - for Porter Cable 7800 Drywall Sander,PORT-890961,19.19,890961 - Hose Connector - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,A04176 - Spindle - for Porter Cable 7800 Sander,PORT-A04176,7.18,A04176 - Spindle - for Porter Cable 7800 Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,Dewalt N402297 - Brush (2 Required) - for Dewalt 7800 Drywall Sander,DEWA-N402297,3,Dewalt N402297 - Brush (2 Required) - for Dewalt 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,N862773 - Nut - for Porter Cable 7800 Drywall Sander,DEWA-N862773,2.92,N862773 - Nut - for Porter Cable 7800 Drywall Sander and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,Porter Cable 897887 Filter for 7812 Vacuum (PORT-897887),PORT-897887,23,Porter Cable 897887 Filter for 7812 Vacuum (PORT-897887)
Porter Cable Parts,Porter Cable Micro Switch,PORT-897901,15.02,Porter Cable Micro Switch and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,Porter Cable Retaining Ring,PORT-684179,1.6,Porter Cable Retaining Ring and other repair parts available to keep your favorite Porter Cable tools running at peak performance.
Porter Cable Parts,Porter-Cable 7812 Vacuum Switch (PORT-897895),PORT-897895,15.29,Porter-Cable 7812 Vacuum Switch
Pro Patch,"Pro Patch 6"" x 6"" California Drywall Patches 50pk",6X6B50,129.0,"Pro Patch 6"" x 6"" California Drywall Patches Box of 50 These California-style drywall repair patches are made of self-adhesive mesh with an aluminum backing. Measuring 6"" x 6"", they are commonly called California drywall patches and are perfect for repairing drywall holes that require additional strength. They create a strong and durable repair. Features: Bulk Pack Includes 50 Patches Self-Adhesive Mesh Aluminum Backing For Additional Strength 6"" x 6"""
Pro Patch,"Pro Patch 8"" x 8"" California Drywall Patches 50pk",8X8B50,219.0,"Pro Patch 8"" x 8"" California Drywall Patches Box of 50 These California-style drywall repair patches are made of self-adhesive mesh with an aluminum backing. Measuring 8"" x 8"", they are commonly called California drywall patches and are perfect for repairing drywall holes that require additional strength. They create a strong and durable repair. Features: Bulk Pack Includes 50 Patches Self-Adhesive Mesh Aluminum Backing For Additional Strength 8"" x 8"""
Purdy,"Purdy Power Lock Professional Grade Extension Pole, 4-8-Feet",PURDY 4-8,39.99,Purdy POWER LOCK® premium extension poles have a universal tip can be used with many painting and drywall tools.
Rankee,All-Wall X-10 Wipedown Knife Adaptor,R-0017,20.99,All-Wall X-10 Wipedown Knife Adaptor
Rankee,"All-Wall X10 9"" Wipedown Knife with Handle",R-0010,75.99,"All-Wall X10 9"" Wipedown Knife W/ Handle The X-10 is the first wipedown knife to feature an integrated extendable handle. Now you can reach ceiling joints easily from the floor, and wipedown your wall joints without changing tools. 9"" Blade, 15""-23"" Handle"
