Identity Key,Canonical Brand,Canonical Identifier,Retailer Pair,Missing Retailer,Lower-Priced Retailer,Lower Price,Higher-Priced Retailer,Higher Price,Absolute Spread,Spread % vs Lowest,Absolute Spread Bucket,Relative Spread Bucket,Uses Approved Identifier Alias,All-Wall Price,All-Wall Evidence Quality,All-Wall Product Name,All-Wall Strict Identifiers,Al's Taping Tools Price,Al's Taping Tools Evidence Quality,Al's Taping Tools Product Name,Al's Taping Tools Strict Identifiers,Wall Tools Price,Wall Tools Evidence Quality,Wall Tools Product Name,Wall Tools Strict Identifiers
tapetech::154007,TapeTech,154007,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,48.53,All-Wall,53.49,4.96,10.22,1.01-5.00,10-25%,no,53.49,single_observation,TapeTech Swivel Assembly 154007,154007,,,,,48.53,single_observation,TapeTech Swivel Assembly (TAPE-154007),154007
columbia::ffb19,Columbia Tools,ffb19,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,10.00,All-Wall,11.01,1.01,10.10,1.01-5.00,10-25%,no,11.01,single_observation,FFB19 Columbia Flat Box Brass Adjuster Pin #6102,ffb19,,,,,10.00,single_observation,Columbia Adjuster Pin (6/32 x 1-1/2 Brass Hex Head) (COLM-FFB19),ffb19
columbia::ffh6,Columbia Tools,ffh6,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,10.00,All-Wall,11.01,1.01,10.10,1.01-5.00,10-25%,no,11.01,single_observation,FFH6 Columbia Flat Box Handle Hinge Pin #6125,ffh6,,,,,10.00,single_observation,Columbia Hinge Pin (COLM-FFH6),ffh6
tapetech::404014f,TapeTech,404014f,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,14.74,Wall Tools,16.22,1.48,10.04,1.01-5.00,10-25%,no,14.74,single_observation,TapeTech Center Clip Assembly 404014F,404014f,,,,,16.22,single_observation,TapeTech 3 in. Angle Head Center Clip (long) (TAPE-404014),404014f
columbia::ah15,Columbia Tools,ah15,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,25.44,All-Wall,27.94,2.50,9.83,1.01-5.00,5-10%,no,27.94,single_observation,AH15 Columbia Angle Head Handle Ball #5816,ah15,,,,,25.44,single_observation,Columbia Handle Connecting Link Ball (COLM-AH15),ah15
columbia::ffh1,Columbia Tools,ffh1,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,58.59,All-Wall,64.34,5.75,9.81,5.01-25.00,5-10%,no,64.34,single_observation,FFH1 Columbia Flat Box Handle Mounting Base #6120,ffh1,,,,,58.59,single_observation,Columbia Handle Mounting Base (COLM-FFH1),ffh1
tapetech::480017f,TapeTech,480017f,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,8.56,Wall Tools,9.40,0.84,9.81,0.26-1.00,5-10%,no,8.56,single_observation,"TapeTech Center Clip, Short 480017F",480017f,,,,,9.40,single_observation,TapeTech Center Clip - Short (TAPE-480017F),480017f
columbia::ffb4-8,Columbia Tools,ffb4-8,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,46.61,All-Wall,51.18,4.57,9.80,1.01-5.00,5-10%,no,51.18,single_observation,FFB4-8 Columbia Flat Box Door 8in #6069,ffb4-8,,,,,46.61,single_observation,"Columbia 8"" Flat Finisher Flat Box Door (Pre-2006 Non-Hinged) (COLM-FFB4-8)",ffb4-8
tapetech::889016,TapeTech,889016,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,2.19,Wall Tools,2.40,0.21,9.59,0.06-0.25,5-10%,no,2.19,single_observation,TapeTech Roll Pin 889016,889016,,,,,2.40,single_observation,TapeTech 1/4X1-1/4 SLOTTED SPRING PIN (TAPE-889016),889016
tapetech::059082,TapeTech,059082,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,4.04,Wall Tools,4.42,0.38,9.41,0.26-1.00,5-10%,no,4.04,single_observation,TapeTech Drum Washer 059082,059082,,,,,4.42,single_observation,TapeTech Drum Washer (TAPE-059082),059082
tapetech::202044f,TapeTech,202044f,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,9.27,Wall Tools,10.14,0.87,9.39,0.26-1.00,5-10%,no,9.27,single_observation,TapeTech Pressure Plate Spring 202044F,202044f,,,,,10.14,single_observation,TapeTech Spring,202044f
columbia::sb2-24,Columbia Tools,sb2-24,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,50.00,Wall Tools,54.64,4.64,9.28,1.01-5.00,5-10%,no,50.00,single_observation,"Columbia Replacement 24"" Blade for Tomahawk",sb2-24,,,,,54.64,single_observation,Columbia 24 in. Replacement Blade for Tomahawk Smoothing Blade,sb2-24
tapetech::209012,TapeTech,209012,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.19,Wall Tools,1.30,0.11,9.24,0.06-0.25,5-10%,no,1.19,single_observation,TapeTech 4-40 X 1/4 Head Screw 209012,209012,,,,,1.30,single_observation,"TapeTech Scres, 4-40 X 1/4 Filister Head SST (TAPE-209012)",209012
columbia::sb2-18,Columbia Tools,sb2-18,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,43.35,Wall Tools,47.35,4.00,9.23,1.01-5.00,5-10%,no,43.35,single_observation,"Columbia Replacement 18"" Blade for Tomahawk",sb2-18,,,,,47.35,single_observation,Columbia 18 in. Replacement Blade for Tomahawk Smoothing Blade,sb2-18
columbia::sb2-10,Columbia Tools,sb2-10,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,23.35,Wall Tools,25.49,2.14,9.16,1.01-5.00,5-10%,no,23.35,single_observation,"Columbia Replacement 10"" Blade for Tomahawk",sb2-10,,,,,25.49,single_observation,Columbia 10 in. Replacement Blade for Tomahawk Smoothing Blade,sb2-10
columbia::sb2-12,Columbia Tools,sb2-12,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,30.09,Wall Tools,32.78,2.69,8.94,1.01-5.00,5-10%,no,30.09,single_observation,"Columbia Replacement 12"" Blade for Tomahawk",sb2-12,,,,,32.78,single_observation,Columbia 12 in. Replacement Blade for Tomahawk Smoothing Blade,sb2-12
tapetech::050068,TapeTech,050068,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,4.15,Wall Tools,4.52,0.37,8.92,0.26-1.00,5-10%,no,4.15,single_observation,TapeTech Gooser & Cutter Chain Stop 050068,050068,,,,,4.52,single_observation,TapeTech Gooser & Cutter Chain Stop (TAPE-050068),050068
tapetech::209030,TapeTech,209030,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,2.13,Wall Tools,2.32,0.19,8.92,0.06-0.25,5-10%,no,2.13,single_observation,TapeTech 10-24 Wing Nut 209030,209030,,,,,2.32,single_observation,TapeTech 10-24 Wing Nut (TAPE-209030),209030
tapetech::cfs8072tt,TapeTech,cfs8072tt,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,753.00,Al's Taping Tools,820.00,67.00,8.90,>25.00,5-10%,no,753.00,single_observation,"TapeTech 72"" Continuous Flow Flat Box Handle CFS8072TT",cfs8072tt,820.00,single_observation,"TapeTech 72"" Continuous Flow Finishing Box Handle",cfs8072tt,,,,
tapetech::qb8003-5,TapeTech,qb8003-5,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,39.99,Al's Taping Tools,43.50,3.51,8.78,1.01-5.00,5-10%,no,39.99,single_observation,"TapeTech 8"" QSX Flat Finishing Blade QB8003-5",qb8003-5,43.50,single_observation,"TapeTech 8"" QuickBox™ QSX Flat Finishing Blades 5pk",qb8003-5,,,,
usg-sheetrock::340510,USG Sheetrock Tools,340510,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,28.50,All-Wall,30.99,2.49,8.74,1.01-5.00,5-10%,no,30.99,single_observation,"Sheetrock 14"" Matrix Stainless Drywall Taping Knife",340510,28.50,single_observation,"Sheetrock 14"" Matrix Stainless Drywall Taping Knife",340510,,,,
columbia::ctr-1,Columbia Tools,ctr-1,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,22.99,Al's Taping Tools,24.99,2.00,8.70,1.01-5.00,5-10%,no,22.99,single_observation,Columbia Taper Maintenance Kit,ctr-1,24.99,single_observation,Columbia Taper Maintenance Kit,ctr-1,,,,
tapetech::xhtt/nsa,TapeTech,xhtt/nsa,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,219.00,Al's Taping Tools,238.00,19.00,8.68,5.01-25.00,5-10%,no,219.00,single_observation,TapeTech Extendable Nail Spotter Handle XHTT/NSA,xhtt/nsa,238.00,single_observation,TapeTech Xtender Nail Spotter Handle Kit,xhtt/nsa,,,,
surpro::s1-a-2640,SurPro,s1-a-2640,Al's Taping Tools vs Wall Tools,All-Wall,Al's Taping Tools,305.00,Wall Tools,330.00,25.00,8.20,5.01-25.00,5-10%,no,,,,,305.00,single_observation,"Surpro 26-40"" S1 Aluminum Single Sided Drywall Stilts",s1-a-2640,330.00,single_observation,SurPro S1 Aluminum Drywall Stilts (Adjustable Height 26-40 in.),s1-a-2640
tapetech::052011,TapeTech,052011,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,8.68,All-Wall,9.39,0.71,8.18,0.26-1.00,5-10%,no,9.39,single_observation,TapeTech Drip Guard 052011,052011,8.68,single_observation,Drip Guard - 052011,052011,,,,
usg-sheetrock::340900,USG Sheetrock Tools,340900,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,59.99,Al's Taping Tools,64.89,4.90,8.17,1.01-5.00,5-10%,no,59.99,single_observation,Sheetrock No-Flip Drywall Pole Sander,340900,64.89,single_observation,Sheetrock Tools Drywall Pole Sander,340900,,,,
columbia::ct59,Columbia Tools,ct59,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,19.41,All-Wall,20.90,1.49,7.68,1.01-5.00,5-10%,no,20.90,single_observation,CT59 Columbia Taper Magnet #5835,ct59,,,,,19.41,single_observation,Columbia Magnet (COLM-CT59),ct59
tapetech::140007,TapeTech,140007,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,18.48,All-Wall,19.89,1.41,7.63,1.01-5.00,5-10%,no,19.89,single_observation,TapeTech MudRunner Needle Plug 140007,140007,,,,,18.48,single_observation,TapeTech NEEDLE PLUG (TAPE-140007),140007
tapetech::ctpmp,TapeTech,ctpmp,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,12450.00,Al's Taping Tools,13400.00,950.00,7.63,>25.00,5-10%,no,12450.00,single_observation,TapeTech Continuous Flow Pump CTPMP,ctpmp,13400.00,single_observation,TapeTech Continuous Flow Bazooka Pump,ctpmp,,,,
tapetech::809024,TapeTech,809024,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,3.43,Wall Tools,3.69,0.26,7.58,0.26-1.00,5-10%,no,3.43,single_observation,TapeTech Socket Cup Point Setscrew 809024,809024,,,,,3.69,single_observation,TapeTech 1/4-28X1/4 SOCKET SCREW (TAPE-809024),809024
usg-sheetrock::340115,USG Sheetrock Tools,340115,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,23.99,Al's Taping Tools,25.75,1.76,7.34,1.01-5.00,5-10%,no,23.99,single_observation,"Sheetrock 12"" Classic Blue Steel Drywall Taping Knife",340115,25.75,single_observation,"Sheetrock 12"" Classic Blue Steel Finishing Knife",340115,,,,
usg-sheetrock::340606,USG Sheetrock Tools,340606,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,27.99,All-Wall,29.99,2.00,7.15,1.01-5.00,5-10%,no,29.99,single_observation,"Sheetrock 14"" Classic Stainless Drywall Taping Knife",340606,27.99,single_observation,"Sheetrock 14"" Classic Stainless Drywall Taping Knife",340606,,,,
tapetech::caa-tt,TapeTech,caa-tt,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,42.00,All-Wall,45.00,3.00,7.14,1.01-5.00,5-10%,no,45.00,single_observation,TapeTech Angle Box Handle Adapter CAA-TT,caa-tt,42.00,single_observation,TapeTech Corner Applicator Adapter -  CAA-TT,caa-tt,,,,
tapetech::050090f,TapeTech,050090f,Al's Taping Tools vs Wall Tools,All-Wall,Wall Tools,26.70,Al's Taping Tools,28.58,1.88,7.04,1.01-5.00,5-10%,no,,,,,28.58,single_observation,Tape Guide Spacer Bar - 050090,050090f,26.70,single_observation,TapeTech Spacer Bar (TAPE-050090F),050090f
tapetech::179009,TapeTech,179009,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,2.29,Wall Tools,2.45,0.16,6.99,0.06-0.25,5-10%,no,2.29,single_observation,"TapeTech Nyliner, 5L10-FK 179009",179009,,,,,2.45,single_observation,"TapeTech Nyliner, 5L10-FK (TAPE-179009)",179009
usg-sheetrock::340311,USG Sheetrock Tools,340311,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,199.99,Al's Taping Tools,213.59,13.60,6.80,5.01-25.00,5-10%,no,199.99,single_observation,USG Sheetrock™ Paper Face Bead Hopper,340311,213.59,single_observation,Sheetrock Paper Faced Corner Bead Hopper,340311,,,,
tapetech::700049,TapeTech,700049,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,2.25,Wall Tools,2.40,0.15,6.67,0.06-0.25,5-10%,no,2.25,single_observation,TapeTech Loading Pump Gasket 700049,700049,,,,,2.40,single_observation,TapeTech Gasket (TAPE-700049),700049
usg-sheetrock::340404,USG Sheetrock Tools,340404,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,14.99,All-Wall,15.99,1.00,6.67,0.26-1.00,5-10%,no,15.99,single_observation,USG SHEETROCK™ Mud Pan Grip,340404,14.99,single_observation,Sheetrock Magnetic Mud Pan Grip,340404,,,,
tapetech::359046,TapeTech,359046,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.21,All-Wall,1.29,0.08,6.61,0.06-0.25,5-10%,no,1.29,single_observation,TapeTech 10-32 Hex Nut 359046,359046,,,,,1.21,single_observation,"TapeTech NUT HEX, SST (TAPE-359046)",359046
usg-sheetrock::340015,USG Sheetrock Tools,340015,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,23.50,All-Wall,24.99,1.49,6.34,1.01-5.00,5-10%,no,24.99,single_observation,"Sheetrock 12"" Matrix Blue Steel Drywall Taping Knife",340015,23.50,single_observation,"Sheetrock 12"" Matrix Blue Steel Drywall Taping Knife",340015,,,,
tapetech::059220,TapeTech,059220,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.12,Wall Tools,1.19,0.07,6.25,0.06-0.25,5-10%,no,1.12,single_observation,TapeTech 8-32 X 5/16 Cup Point Screw 059220,059220,,,,,1.19,single_observation,TapeTech 8-32 X 5/16 Set Screw Cup Point SST (TAPE-059220),059220
columbia::sb2-7,Columbia Tools,sb2-7,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,17.16,Wall Tools,18.22,1.06,6.18,1.01-5.00,5-10%,no,17.16,single_observation,"Columbia Replacement 7"" Blade for Tomahawk",sb2-7,,,,,18.22,single_observation,Columbia 7 in. Replacement Blade for Tomahawk Smoothing Blade,sb2-7
tapetech::209039,TapeTech,209039,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,2.61,Wall Tools,2.77,0.16,6.13,0.06-0.25,5-10%,no,2.61,single_observation,"TapeTech Skid Cover, Left 209039",209039,,,,,2.77,single_observation,TapeTech Skid Cover - Left Side,209039
columbia::sb2-32,Columbia Tools,sb2-32,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,58.37,Wall Tools,61.92,3.55,6.08,1.01-5.00,5-10%,no,58.37,single_observation,"Columbia Replacement 32"" Blade for Tomahawk",sb2-32,,,,,61.92,single_observation,Columbia 32 in. Replacement Blade for Tomahawk Smoothing Blade,sb2-32
usg-sheetrock::340507,USG Sheetrock Tools,340507,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,24.50,All-Wall,25.99,1.49,6.08,1.01-5.00,5-10%,no,25.99,single_observation,"Sheetrock 8"" Matrix Stainless Drywall Taping Knife",340507,24.50,single_observation,"Sheetrock 8"" Matrix Stainless Drywall Taping Knife",340507,,,,
tapetech::219095,TapeTech,219095,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,0.99,Al's Taping Tools,1.05,0.06,6.06,0.06-0.25,5-10%,no,0.99,single_observation,TapeTech Power Assist Plastic Washer 219095,219095,1.05,single_observation,219095 - Plastic Washer,219095,,,,
tapetech::310071,TapeTech,310071,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,23.95,All-Wall,25.39,1.44,6.01,1.01-5.00,5-10%,no,25.39,single_observation,"TapeTech 12"" Spacer Rod 310071",310071,,,,,23.95,single_observation,"TapeTech 12"" SPACER ROD (TAPE-310071)",310071
tapetech::210096,TapeTech,210096,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,43.12,All-Wall,45.69,2.57,5.96,1.01-5.00,5-10%,no,45.69,single_observation,"TapeTech Seal for 7"" PowerAssist /EasyClean® Flat Boxes 210096",210096,,,,,43.12,single_observation,"TapeTech SEAL, 7"" (TAPE-210096)",210096
tapetech::210097,TapeTech,210097,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,14.54,All-Wall,15.39,0.85,5.85,0.26-1.00,5-10%,no,15.39,single_observation,"TapeTech 7"" Power Assist /EasyClean® Flat Box Seal Plate 210097",210097,,,,,14.54,single_observation,"TapeTech SEAL PLATE 7"" (TAPE-210097)",210097
usg-sheetrock::340508,USG Sheetrock Tools,340508,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,25.50,All-Wall,26.99,1.49,5.84,1.01-5.00,5-10%,no,26.99,single_observation,"Sheetrock 10"" Matrix Stainless Drywall Taping Knife",340508,25.50,single_observation,"Sheetrock 10"" Matrix Stainless Drywall Taping Knife",340508,,,,
tapetech::602035,TapeTech,602035,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,9.07,All-Wall,9.59,0.52,5.73,0.26-1.00,5-10%,no,9.59,single_observation,TapeTech Adjustable Stop 602035,602035,,,,,9.07,single_observation,TapeTech ADJUSTABLE STOP (TAPE-602035),602035
usg-sheetrock::340016,USG Sheetrock Tools,340016,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,26.50,All-Wall,27.99,1.49,5.62,1.01-5.00,5-10%,no,27.99,single_observation,"Sheetrock 14"" Matrix Blue Steel Drywall Taping Knife",340016,26.50,single_observation,"Sheetrock 14"" MATRIX Blue Steel Finishing Knife",340016,,,,
usg-sheetrock::340509,USG Sheetrock Tools,340509,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,26.50,All-Wall,27.99,1.49,5.62,1.01-5.00,5-10%,no,27.99,single_observation,"Sheetrock 12"" Matrix Stainless Drywall Taping Knife",340509,26.50,single_observation,"Sheetrock 12"" Matrix Stainless Drywall Taping Knife",340509,,,,
tapetech::219092,TapeTech,219092,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.09,Wall Tools,1.15,0.06,5.50,0.06-0.25,5-10%,no,1.09,single_observation,TapeTech 4-40 X 1 Binder Head Screw 219092,219092,,,,,1.15,single_observation,"TapeTech 4-40 X 1"" BIND HEAD SCREW SST (TAPE-219092)",219092
tapetech::709052,TapeTech,709052,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.09,Wall Tools,1.15,0.06,5.50,0.06-0.25,5-10%,no,1.09,single_observation,TapeTech 1/4-20 Elastic Thin Stop Nut 709052,709052,,,,,1.15,single_observation,TapeTech 1/4-20 ELASTIC THIN (TAPE-709052),709052
tapetech::ttjumbo10/12,TapeTech,ttjumbo10/12,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,5781.00,All-Wall,6085.00,304.00,5.26,>25.00,5-10%,no,6085.00,single_observation,TapeTech Basic Jumbo Set with 10in and 12in Boxes,ttjumbo10/12,5781.00,single_observation,"TapeTech Jumbo Drywall Taping Tool Set - 10/12 Boxes, Taper, Spotter, Angle Tools",ttjumbo10/12,,,,
usg-sheetrock::340047,USG Sheetrock Tools,340047,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,28.50,All-Wall,29.99,1.49,5.23,1.01-5.00,5-10%,no,29.99,single_observation,"USG Sheetrock 8"" Matrix Carbon Steel Putty Knife",340047,28.50,single_observation,"Sheetrock 8"" MATRIX Carbon Steel Round Blade Finishing Knife",340047,,,,
usg-sheetrock::340050,USG Sheetrock Tools,340050,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,28.50,All-Wall,29.99,1.49,5.23,1.01-5.00,5-10%,no,29.99,single_observation,"USG Sheetrock 10"" Classic Carbon Steel Putty Knife",340050,28.50,single_observation,"Sheetrock 10"" Classic Polished Carbon Steel Joint Knife",340050,,,,
columbia::bh07,Columbia Tools,bh07,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,15.32,All-Wall,16.12,0.80,5.22,0.26-1.00,5-10%,no,16.12,single_observation,BH07 Columbia Box Handle Cam Follower #11374,bh07,15.32,single_observation,Columbia Box Handle Cam Follower - BH7,bh07,,,,
usg-sheetrock::340113,USG Sheetrock Tools,340113,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,19.99,All-Wall,20.99,1.00,5.00,0.26-1.00,5-10%,no,20.99,single_observation,"Sheetrock 8"" Classic Blue Steel Drywall Taping Knife",340113,19.99,single_observation,"Sheetrock 8"" Classic Blue Steel Drywall Taping Knife",340113,,,,
tapetech::144001,TapeTech,144001,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,569.99,Al's Taping Tools,597.40,27.41,4.81,>25.00,1-5%,no,569.99,single_observation,TapeTech MudRunner Plastic Tube with Clamps 144001,144001,597.40,single_observation,144001 - Mudrunner Plastic Tube Complete,144001,,,,
columbia::sb2-48,Columbia Tools,sb2-48,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,70.00,All-Wall,73.35,3.35,4.79,1.01-5.00,1-5%,no,73.35,single_observation,"Columbia Replacement 48"" Blade for Tomahawk",sb2-48,70.00,single_observation,"Columbia Replacement 48"" Blade for Tomahawk",sb2-48,,,,
usg-sheetrock::340110,USG Sheetrock Tools,340110,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,20.99,All-Wall,21.99,1.00,4.76,0.26-1.00,1-5%,no,21.99,single_observation,"USG Sheetrock 6"" Classic Carbon Steel Putty Knife",340110,20.99,single_observation,"USG 6"" CLASSIC Carbon Steel Round Blade Finishing Knife",340110,,,,
usg-sheetrock::340401,USG Sheetrock Tools,340401,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,31.50,All-Wall,32.99,1.49,4.73,1.01-5.00,1-5%,no,32.99,single_observation,"Sheetrock 10"" Matrix Mud Pan with Reinforced Band",340401,31.50,single_observation,"Sheetrock 10"" Matrix Stainless Steel Mud Pan w/ Reinforced Band",340401,,,,
tapetech::220002,TapeTech,220002,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,101.07,Wall Tools,105.84,4.77,4.72,1.01-5.00,1-5%,no,101.07,single_observation,"TapeTech 7"" Power Assist /EasyClean® Box Blade Holder 220002",220002,,,,,105.84,single_observation,"TapeTech 7"" BLADE HOLDER, EASYCLEAN (TAPE-220002)",220002
tapetech::xhtt/cfa,TapeTech,xhtt/cfa,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,218.00,All-Wall,228.00,10.00,4.59,5.01-25.00,1-5%,no,228.00,single_observation,TapeTech Extendable Angle Head Handle XHTT/CFA,xhtt/cfa,218.00,single_observation,TapeTech XHTT/CFA Extender Angle Head Handle Kit,xhtt/cfa,,,,
usg-sheetrock::340602,USG Sheetrock Tools,340602,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,22.95,All-Wall,23.99,1.04,4.53,1.01-5.00,1-5%,no,23.99,single_observation,"USG Sheetrock 6"" Classic Stainless Steel Putty Knife",340602,22.95,single_observation,"Sheetrock 6"" Stainless Steel Classic Knife",340602,,,,
usg-sheetrock::340601,USG Sheetrock Tools,340601,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,22.99,All-Wall,23.99,1.00,4.35,0.26-1.00,1-5%,no,23.99,single_observation,"USG Sheetrock 5"" Classic Stainless Steel Putty Knife",340601,22.99,single_observation,"Sheetrock 5"" Stainless Steel Classic Knife",340601,,,,
usg-sheetrock::340116,USG Sheetrock Tools,340116,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,24.95,All-Wall,25.99,1.04,4.17,1.01-5.00,1-5%,no,25.99,single_observation,"Sheetrock 14"" Classic Blue Steel Drywall Taping Knife",340116,24.95,single_observation,"Sheetrock 14"" Classic Blue Steel Drywall Taping Knife",340116,,,,
tapetech::fhtt/caa-tt,TapeTech,fhtt/caa-tt,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,100.00,All-Wall,104.00,4.00,4.00,1.01-5.00,1-5%,no,104.00,single_observation,TapeTech Fiberglass Angle Box Handle FHTT/CAA,fhtt/caa-tt,100.00,single_observation,TapeTech Fiberglass Corner Box Handle Kit,fhtt/caa-tt,,,,
