Identity Key,Canonical Brand,Canonical Identifier,Conflict Pattern,Probable Cause,Outlier Retailer,Agreed Price,Outlier Price,All-Wall Price,Al's Taping Tools Price,Wall Tools Price,Absolute Spread,Spread % vs Lowest,Possible Pack Factor,All-Wall Evidence Quality,Al's Taping Tools Evidence Quality,Wall Tools Evidence Quality,All-Wall Product,Al's Taping Tools Product,Wall Tools Product
columbia::ffb4b,Columbia Tools,FFB4B,two_source_disagreement,requires_source_price_review,,,,5.20,,3.68,1.52,41.30,,single_observation,,single_observation,FFB4B Columbia Flat Box Stainless Steel Backing Washer #6113,,Columbia Stainless Steel Backing Washer (COLM-FFB4B)
tapetech::484014f,TapeTech,484014F,two_source_disagreement,requires_source_price_review,,,,14.74,,16.25,1.51,10.24,,single_observation,,single_observation,TapeTech Center Clip Assembly 484014F,,TapeTech Center Clip Assembly (TAPE-484014F)
columbia::ct59,Columbia Tools,CT59,two_source_disagreement,possible_sale_or_stale_price,,,,20.90,,19.41,1.49,7.68,,single_observation,,single_observation,CT59 Columbia Taper Magnet #5835,,Columbia Magnet (COLM-CT59)
columbia::hns13,Columbia Tools,HNS13,two_source_disagreement,requires_source_price_review,,,,4.78,,3.29,1.49,45.29,,single_observation,,single_observation,HNS13 Columbia Nail Spotter Roll Pin Bushing #12535,,Columbia Roll Pin Bushing for Hinged Nail Spotter (COLM-HNS13)
usg-sheetrock::340015,USG Sheetrock Tools,340015,two_source_disagreement,possible_sale_or_stale_price,,,,24.99,23.50,,1.49,6.34,,single_observation,single_observation,,"Sheetrock 12"" Matrix Blue Steel Drywall Taping Knife","Sheetrock 12"" Matrix Blue Steel Drywall Taping Knife",
usg-sheetrock::340016,USG Sheetrock Tools,340016,two_source_disagreement,possible_sale_or_stale_price,,,,27.99,26.50,,1.49,5.62,,single_observation,single_observation,,"Sheetrock 14"" Matrix Blue Steel Drywall Taping Knife","Sheetrock 14"" MATRIX Blue Steel Finishing Knife",
usg-sheetrock::340047,USG Sheetrock Tools,340047,two_source_disagreement,possible_sale_or_stale_price,,,,29.99,28.50,,1.49,5.23,,single_observation,single_observation,,"USG Sheetrock 8"" Matrix Carbon Steel Putty Knife","Sheetrock 8"" MATRIX Carbon Steel Round Blade Finishing Knife",
usg-sheetrock::340050,USG Sheetrock Tools,340050,two_source_disagreement,possible_sale_or_stale_price,,,,29.99,28.50,,1.49,5.23,,single_observation,single_observation,,"USG Sheetrock 10"" Classic Carbon Steel Putty Knife","Sheetrock 10"" Classic Polished Carbon Steel Joint Knife",
usg-sheetrock::340401,USG Sheetrock Tools,340401,two_source_disagreement,possible_sale_or_stale_price,,,,32.99,31.50,,1.49,4.73,,single_observation,single_observation,,"Sheetrock 10"" Matrix Mud Pan with Reinforced Band","Sheetrock 10"" Matrix Stainless Steel Mud Pan w/ Reinforced Band",
usg-sheetrock::340507,USG Sheetrock Tools,340507,two_source_disagreement,possible_sale_or_stale_price,,,,25.99,24.50,,1.49,6.08,,single_observation,single_observation,,"Sheetrock 8"" Matrix Stainless Drywall Taping Knife","Sheetrock 8"" Matrix Stainless Drywall Taping Knife",
usg-sheetrock::340508,USG Sheetrock Tools,340508,two_source_disagreement,possible_sale_or_stale_price,,,,26.99,25.50,,1.49,5.84,,single_observation,single_observation,,"Sheetrock 10"" Matrix Stainless Drywall Taping Knife","Sheetrock 10"" Matrix Stainless Drywall Taping Knife",
usg-sheetrock::340509,USG Sheetrock Tools,340509,two_source_disagreement,possible_sale_or_stale_price,,,,27.99,26.50,,1.49,5.62,,single_observation,single_observation,,"Sheetrock 12"" Matrix Stainless Drywall Taping Knife","Sheetrock 12"" Matrix Stainless Drywall Taping Knife",
tapetech::404014f,TapeTech,404014F,two_source_disagreement,requires_source_price_review,,,,14.74,,16.22,1.48,10.04,,single_observation,,single_observation,TapeTech Center Clip Assembly 404014F,,TapeTech 3 in. Angle Head Center Clip (long) (TAPE-404014)
columbia::ct125,Columbia Tools,CT125,two_source_disagreement,requires_source_price_review,,,,4.70,,3.23,1.47,45.51,,single_observation,,single_observation,CT125 Columbia Taper Roller #5985,,Columbia Hand Grip Roller (COLM-CT125)
columbia::ct29,Columbia Tools,CT29,two_source_disagreement,requires_source_price_review,,,,4.70,,3.23,1.47,45.51,,single_observation,,single_observation,CT29 Columbia Taper Nylatron Chain Roller #5602,,Columbia Right Nylatron Chain Roller (Small) (COLM-CT29)
columbia::ct29a,Columbia Tools,CT29A,two_source_disagreement,requires_source_price_review,,,,4.70,,3.23,1.47,45.51,,single_observation,,single_observation,CT29A Columbia Taper Nylatron Chain Roller (Left) #5603,,Columbia Small Right Side Nylatron Chain Roller for Automatic Taper (COLM-CT29A)
columbia::ct83,Columbia Tools,CT83,two_source_disagreement,requires_source_price_review,,,,4.70,,3.23,1.47,45.51,,single_observation,,single_observation,CT83 Columbia Taper Clutch Dog #5855,,Columbia Clutch Dog (COLM-CT83)
columbia::mp3,Columbia Tools,MP3,two_source_disagreement,requires_source_price_review,,,,4.70,,3.23,1.47,45.51,,single_observation,,single_observation,MP3 Columbia Mud Pump Pump Flapper Valve #6163,,Columbia Pump Flapper Valve (COLM-MP3)
tapetech::350033f,TapeTech,350033F,all_three_prices_distinct,possible_sale_or_stale_price,,,,63.39,64.86,64.54,1.47,2.32,,single_observation,single_observation,single_observation,TapeTech Seal Holder 350033F,"350033F - 8"" Seal Holder","TapeTech 8"" Seal Holder"
columbia::ffb2a,Columbia Tools,FFB2A,two_source_disagreement,requires_source_price_review,,,,4.65,,3.19,1.46,45.77,,single_observation,,single_observation,FFB2A Columbia Flat Box Bushing #6106,,Columbia Flat Box Adjuster Pin Sleeve (COLM-FFB2A)
columbia::hns1a3,Columbia Tools,"HNS1A-3""",two_source_disagreement,requires_source_price_review,,,,10.18,8.73,,1.45,16.61,,single_observation,single_observation,,HNS1A-3 Columbia Nail Spotter Mud Seal Strip 3in #12516,Nail Spotter Mud Seal Strip 3in - HNS1A-3,
tapetech::054048f,TapeTech,054048F,all_three_prices_distinct,possible_sale_or_stale_price,,,,26.99,26.02,27.47,1.45,5.57,,single_observation,single_observation,single_observation,TapeTech Baffle Plate Assembly 054048F,Baffle Plate Assembly - 054048,TapeTech BAFFLE PLATE ASSEMBLY (TAPE-054048F)
columbia::ah18,Columbia Tools,AH18,two_source_disagreement,requires_source_price_review,,,,10.16,,8.72,1.44,16.51,,single_observation,,single_observation,AH18 Columbia Angle Head Socket Wear Cup #5817,,Columbia Socket Wear Cup (COLM-AH18)
columbia::ct113,Columbia Tools,CT113,all_three_prices_distinct,requires_source_price_review,,,,4.58,3.14,3.23,1.44,45.86,,single_observation,single_observation,single_observation,CT113 Columbia Taper Lock Block #5971,Taper Lock Block - CT113,Columbia Lock Block for Automatic Taper (COLM-CT113)
tapetech::310071,TapeTech,310071,two_source_disagreement,possible_sale_or_stale_price,,,,25.39,,23.95,1.44,6.01,,single_observation,,single_observation,"TapeTech 12"" Spacer Rod 310071",,"TapeTech 12"" SPACER ROD (TAPE-310071)"
tapetech::600007,TapeTech,600007,all_three_prices_distinct,possible_sale_or_stale_price,,,,63.79,65.22,64.83,1.43,2.24,,single_observation,single_observation,single_observation,"TapeTech 2"" Nail Spotter Skid  600007","600007 - Skid 2"" Nail Spotter",TapeTech SKID (TAPE-600007)
tapetech::804003f,TapeTech,804003F,two_source_disagreement,possible_sale_or_stale_price,,,,80.59,,82.02,1.43,1.77,,single_observation,,single_observation,TapeTech Handle Lever Assembly 804003F,,TapeTech HANDLE LEVER ASSEMBLY (TAPE-804003F)
tapetech::140007,TapeTech,140007,two_source_disagreement,possible_sale_or_stale_price,,,,19.89,,18.48,1.41,7.63,,single_observation,,single_observation,TapeTech MudRunner Needle Plug 140007,,TapeTech NEEDLE PLUG (TAPE-140007)
columbia::cr12,Columbia Tools,CR12,two_source_disagreement,requires_source_price_review,,,,5.38,,3.99,1.39,34.84,,single_observation,,single_observation,CR12 Columbia Corner Roller Swivel Coupling Pin #5568,,Columbia Handle Connecting Link for Corner Roller (COLM-CR12)
tapetech::728001f,TapeTech,728001F,two_source_disagreement,small_price_drift_or_rounding,,,,166.47,167.86,,1.39,0.83,,single_observation,single_observation,,TapeTech Loading Pump Head Assembly 728001F,Pump Head Assembly - 728001,
tapetech::058126f,TapeTech,058126F,two_source_disagreement,possible_sale_or_stale_price,,,,81.69,,83.07,1.38,1.69,,single_observation,,single_observation,TapeTech Main Drive Chain 058126F,,TapeTech MAIN CHAIN (TAPE-058126F)
tapetech::310024f,TapeTech,310024F,two_source_disagreement,possible_sale_or_stale_price,,,,60.69,62.07,,1.38,2.27,,single_observation,single_observation,,"TapeTech 12"" Power Assist /EasyClean®Flat Box Wiper 310024F","310024 - 12"" Wiper For Power Assist TTEC/ECH Boxes",
columbia::ct106,Columbia Tools,CT106,two_source_disagreement,requires_source_price_review,,,,11.72,,10.36,1.36,13.13,,single_observation,,single_observation,CT106 Columbia Taper Bearing Shaft #5966,,Columbia Crimper Lever Bearing Shaft (COLM-CT106)
columbia::hh17c,Columbia Tools,HH17C,two_source_disagreement,requires_source_price_review,,,,4.98,,3.62,1.36,37.57,,single_observation,,single_observation,COLHH17C Line Pincher for COL88,,Columbia Line Pincher for Hydra Reach Flat Box Handle (COLM-HH17C)
columbia::ct125a,Columbia Tools,CT125A,two_source_disagreement,requires_source_price_review,,,,4.58,,3.23,1.35,41.80,,single_observation,,single_observation,CT125A Columbia Taper Bearing #5986,,Columbia Hand Grip Roller Sleeve (COLM-CT125A)
columbia::ct35,Columbia Tools,CT35,two_source_disagreement,requires_source_price_review,,,,4.58,,3.23,1.35,41.80,,single_observation,,single_observation,CT35 Columbia Taper Cap Reinforcing Tab #5608,,Columbia Cap Reinforcing Tab (COLM-CT35)
tapetech::609015,TapeTech,609015,all_three_prices_distinct,requires_source_price_review,,,,10.69,12.03,10.87,1.34,12.54,,single_observation,single_observation,single_observation,TapeTech Nut Block 609015,609015 - Nut Block,TapeTech NUT BLOCK (TAPE-609015)
columbia::ct101,Columbia Tools,CT101,two_source_disagreement,requires_source_price_review,,,,4.15,,2.85,1.30,45.61,,single_observation,,single_observation,CT101 Columbia Taper Return Spring #5961,,Columbia Mud Supply Valve Return Spring (COLM-CT101)
columbia::ct32,Columbia Tools,CT32,two_source_disagreement,requires_source_price_review,,,,11.01,,9.71,1.30,13.39,,single_observation,,single_observation,CT32 Columbia Taper Carriage Cam,,Columbia Carriage Cam (COLM-CT32)
tapetech::889009,TapeTech,889009,all_three_prices_distinct,requires_source_price_review,,,,0.99,2.25,1.19,1.26,127.27,,single_observation,single_observation,single_observation,TapeTech Roll Pin 889009,Roll Pin - 889009,"TapeTech 5/32 X 1"" SPRING PIN 18-8 S (TAPE-889009)"
columbia::ffb20a,Columbia Tools,FFB20A,two_source_disagreement,requires_source_price_review,,,,4.58,,3.33,1.25,37.54,,single_observation,,single_observation,FFB20A Columbia Flat Box Box Wheel Bearing #6103,,Columbia Axle Roller Bearing (COLM-FFB20A)
columbia::bh5,Columbia Tools,BH5,two_source_disagreement,requires_source_price_review,,,,10.54,,9.33,1.21,12.97,,single_observation,,single_observation,BH5 Columbia Box Handle Upper Mounting Bracket (180 Grip) #12460,,Columbia Upper Mounting Bracket for 180 Grip Flat Box Handle (COLM-BH5)
columbia::ct129,Columbia Tools,CT129,two_source_disagreement,requires_source_price_review,,,,4.10,,2.89,1.21,41.87,,single_observation,,single_observation,CT129 Columbia Taper Shaft Guide Roller Bushing #5990,,Columbia Shaft Guide Roller Sleeve (COLM-CT129)
columbia::cta41,Columbia Tools,CTA41,retailer_duplicate_price_conflict,same_retailer_duplicate_price_disagreement,,,,,115.76,116.97,1.21,1.05,,conflicting_duplicate_prices,single_observation,single_observation,CTA41 Columbia Taper Cutter Block Assembly #5999 | Columbia Cutter Block Assembly Maintenance Kit,Columbia Taper Cutter Block Assembly,Columbia Cutter Block Assembly (Taper) (COLM-CTA41)
tapetech::050233,TapeTech,050233,two_source_disagreement,requires_source_price_review,,,,11.41,12.61,,1.20,10.52,,single_observation,single_observation,,TapeTech Band Adapter 050233,Band Adapter - 050233,
tapetech::130007,TapeTech,130007,two_source_disagreement,requires_source_price_review,,,,9.69,8.49,,1.20,14.13,,single_observation,single_observation,,TapeTech Piston 130007,Replacement Piston - 130007,
columbia::ct11,Columbia Tools,CT11,two_source_disagreement,requires_source_price_review,,,,10.24,,9.05,1.19,13.15,,single_observation,,single_observation,CT11 Columbia Taper Mud Guard Plate #5585,,Columbia Mud Guard Plate (COLM-CT11)
columbia::ct92a,Columbia Tools,CT92A,two_source_disagreement,requires_source_price_review,,,,3.78,,2.60,1.18,45.38,,single_observation,,single_observation,CT92A Columbia Taper L Clip #5867,,"Columbia Toe Kicker Cable Retainer Clip ""L"" Clip (COLM-CT92A)"
columbia::ffb32,Columbia Tools,FFB32,two_source_disagreement,requires_source_price_review,,,,3.78,,2.60,1.18,45.38,,single_observation,,single_observation,FFB32 Columbia Flat Box Thumb Release Clip,,Columbia Old Style Door Stop (Screw Type) (COLM-FFB32)
tapetech::720066f,TapeTech,720066F,two_source_disagreement,possible_sale_or_stale_price,,,,57.74,,56.60,1.14,2.01,,single_observation,,single_observation,TapeTech O-Ring Enclosure 720066F,,TapeTech O-RING ENCLOSURE (TAPE-720066F)
tapetech::880004,TapeTech,880004,all_three_prices_distinct,possible_sale_or_stale_price,,,,48.89,50.03,49.77,1.14,2.33,,single_observation,single_observation,single_observation,TapeTech Rear Brake Lever Bracket 880004,880004 - Rear Brake Lever Bracket,TapeTech REAR BREAK LEVER BRACKET (TAPE-880004)
tapetech::050094f,TapeTech,050094F,two_source_disagreement,possible_sale_or_stale_price,,,,69.39,,70.52,1.13,1.63,,single_observation,,single_observation,TapeTech Taper Wheel Spool 050094F,,TapeTech TAPER WHEEL SPOOL (TAPE-050094F)
tapetech::190036,TapeTech,190036,two_source_disagreement,requires_source_price_review,,,,9.99,,11.12,1.13,11.31,,single_observation,,single_observation,TapeTech Xtender Handle Pin 190036,,TapeTech PIN (TAPE-190036)
columbia::fa300,Columbia Tools,FA300,two_source_disagreement,requires_source_price_review,,,,3.83,,2.71,1.12,41.33,,single_observation,,single_observation,FA300 Columbia 1/4-20 X 2in Hex Bolt #6050,,Columbia 1/4-20 x 2 Hex Bolt (COLM-FA300)
columbia::ffb5a,Columbia Tools,FFB5A,two_source_disagreement,requires_source_price_review,,,,3.78,,2.67,1.11,41.57,,single_observation,,single_observation,FFB5A Columbia Flat Box Axle Bushing #6114,,Columbia Axle Bushing (COLM-FFB5A)
tapetech::052400b,TapeTech,052400B,two_source_disagreement,possible_sale_or_stale_price,,,,45.49,46.60,,1.11,2.44,,single_observation,single_observation,,"TapeTech Spool Mount, Black 052400B",Taper Spool Mount - 052400B,
surpro::ss1005p,SurPro,SS1005-P,two_source_disagreement,possible_sale_or_stale_price,,,,,28.30,29.40,1.10,3.89,,,single_observation,single_observation,,Sur-Pro Plastic Leg Band Kit,SurPro Stilt Plastic Leg Band Kit
columbia::ct81,Columbia Tools,CT81,two_source_disagreement,requires_source_price_review,,,,3.68,,2.60,1.08,41.54,,single_observation,,single_observation,CT81 Columbia Taper Clutch Return Spring #5853,,Columbia Clutch Return Spring (COLM-CT81)
columbia::sb27,Columbia Tools,SB2-7,two_source_disagreement,possible_sale_or_stale_price,,,,17.16,,18.22,1.06,6.18,,single_observation,,single_observation,"Columbia Replacement 7"" Blade for Tomahawk",,Columbia 7 in. Replacement Blade for Tomahawk Smoothing Blade
tapetech::151005,TapeTech,151005,all_three_prices_distinct,possible_sale_or_stale_price,,,,46.19,47.25,46.99,1.06,2.29,,single_observation,single_observation,single_observation,TapeTech Roller 151005,151005 - Roller (New Style),TapeTech OUTER ROLLER ASSEMBLY (TAPE-151005)
tapetech::260024f,TapeTech,260024F,two_source_disagreement,possible_sale_or_stale_price,,,,55.39,,56.45,1.06,1.91,,single_observation,,single_observation,"TapeTech 10"" Power Assist /EasyClean® Flat Box Wiper 260024F",,"TapeTech 10"" COMBO WIPER (TAPE-260024F)"
tapetech::700015f,TapeTech,700015F,two_source_disagreement,possible_sale_or_stale_price,,,,60.69,,61.74,1.05,1.73,,single_observation,,single_observation,TapeTech Link 700015F,,TapeTech LINK (TAPE-700015F)
usg-sheetrock::340116,USG Sheetrock Tools,340116,two_source_disagreement,possible_sale_or_stale_price,,,,25.99,24.95,,1.04,4.17,,single_observation,single_observation,,"Sheetrock 14"" Classic Blue Steel Drywall Taping Knife","Sheetrock 14"" Classic Blue Steel Drywall Taping Knife",
usg-sheetrock::340602,USG Sheetrock Tools,340602,two_source_disagreement,possible_sale_or_stale_price,,,,23.99,22.95,,1.04,4.53,,single_observation,single_observation,,"USG Sheetrock 6"" Classic Stainless Steel Putty Knife","Sheetrock 6"" Stainless Steel Classic Knife",
columbia::ct96,Columbia Tools,CT96,two_source_disagreement,requires_source_price_review,,,,3.28,,2.26,1.02,45.13,,single_observation,,single_observation,CT96 Columbia Taper Mud Shut Off Gasket #5871,,Columbia Mud Gate Gasket (COLM-CT96)
columbia::mp39,Columbia Tools,MP39,two_source_disagreement,requires_source_price_review,,,,3.28,,2.26,1.02,45.13,,single_observation,,single_observation,MP39 Columbia Mud Pump Sleeve #5880,,Columbia Piston Cup Sleeve (COLM-MP39)
columbia::ffb19,Columbia Tools,FFB19,two_source_disagreement,requires_source_price_review,,,,11.01,,10.00,1.01,10.10,,single_observation,,single_observation,FFB19 Columbia Flat Box Brass Adjuster Pin #6102,,Columbia Adjuster Pin (6/32 x 1-1/2 Brass Hex Head) (COLM-FFB19)
columbia::ffh6,Columbia Tools,FFH6,two_source_disagreement,requires_source_price_review,,,,11.01,,10.00,1.01,10.10,,single_observation,,single_observation,FFH6 Columbia Flat Box Handle Hinge Pin #6125,,Columbia Hinge Pin (COLM-FFH6)
usg-sheetrock::340110,USG Sheetrock Tools,340110,two_source_disagreement,possible_sale_or_stale_price,,,,21.99,20.99,,1.00,4.76,,single_observation,single_observation,,"USG Sheetrock 6"" Classic Carbon Steel Putty Knife","USG 6"" CLASSIC Carbon Steel Round Blade Finishing Knife",
