DTB Row,DTB Product Type,DTB Parent SKU,DTB SKU,DTB Brand,DTB Product,DTB Effective Price,DTB Price Basis,DTB Price Warnings,Verified Competitor Count,Distinct Verified Prices,Market Price Status,Market Price,Market Price Evidence Count,Observed Price Spread,DTB vs Market Price,DTB vs Market Price %,Review Candidate Count,Recommended Review Status,Approved Alias Evidence Count,All-Wall Verified,All-Wall Identity,All-Wall SKU,All-Wall Product,All-Wall Price,All-Wall Duplicate Count,All-Wall Observed Duplicate Prices,All-Wall Evidence Quality,Al's Taping Tools Verified,Al's Taping Tools Identity,Al's Taping Tools SKU,Al's Taping Tools Product,Al's Taping Tools Price,Al's Taping Tools Duplicate Count,Al's Taping Tools Observed Duplicate Prices,Al's Taping Tools Evidence Quality,Wall Tools Verified,Wall Tools Identity,Wall Tools SKU,Wall Tools Product,Wall Tools Price,Wall Tools Duplicate Count,Wall Tools Observed Duplicate Prices,Wall Tools Evidence Quality
452,simple,,HH23,Columbia Tools,Piston O-Ring,2.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,columbia::hh23,HH23,COLHH23 Piston O-Ring for Hydra Handle,,0,,review_only,no,,,,,0,,,yes,columbia::hh23,HH23,Columbia Piston O-Ring for Hydra Reach Flat Box Handle (COLM-HH23),1.26,0,1.26,verified_exact_identity
453,simple,,MP11,Columbia Tools,Piston Shaft,28.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,8.54,,,0,Price Conflict - Review Required,0,yes,columbia::mp11,MP11,MP11 Columbia Mud Pump Piston Shaft #6172,60.26,0,60.26,verified_exact_identity,no,,,,,0,,,yes,columbia::mp11,MP11,Columbia Piston Shaft (COLM-MP11),51.72,0,51.72,verified_exact_identity
454,simple,,HNS18,Columbia Tools,Pivot,4.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
455,simple,,BH2,Columbia Tools,Plate,33.71,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,7.64,,,1,Price Conflict - Review Required,0,yes,columbia::bh2,BH2,BH2 Columbia Box Handle 180 Grip Plate - COL handles #12459,45.84,0,45.84,verified_exact_identity,no,tapetech::bh2,BH2,Box Handle 180 Grip Plate - BH2,,0,,review_only,yes,columbia::bh2,BH2,Columbia 180 Grip Plate for Flat Box Handle (COLM-BH2),38.20,0,38.20,verified_exact_identity
456,simple,,HP1,Columbia Tools,Pump Cylinder,52.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,8.54,,,0,Price Conflict - Review Required,0,yes,columbia::hp1,HP1,Columbia Mud Pump Cylinder (Removable) HP1,60.26,0,60.26,verified_exact_identity,no,,,,,0,,,yes,columbia::hp1,HP1,Columbia Pump Cylinder (COLM-HP1),51.72,0,51.72,verified_exact_identity
457,simple,,MP3,Columbia Tools,Pump Flapper Valve,4.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.47,,,0,Price Conflict - Review Required,0,yes,columbia::mp3,MP3,MP3 Columbia Mud Pump Pump Flapper Valve #6163,4.70,0,4.70,verified_exact_identity,no,,,,,0,,,yes,columbia::mp3,MP3,Columbia Pump Flapper Valve (COLM-MP3),3.23,0,3.23,verified_exact_identity
458,simple,,MP7,Columbia Tools,Pump Handle,87.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,14.93,,,0,Price Conflict - Review Required,0,yes,columbia::mp7,MP7,MP7 Columbia Mud Pump Handle #6167,105.42,0,105.42,verified_exact_identity,no,,,,,0,,,yes,columbia::mp7,MP7,Columbia Handle (COLM-MP7),90.49,0,90.49,verified_exact_identity
459,simple,,CT67,Columbia Tools,Ratchet Gear,34.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.37,,,0,Price Conflict - Review Required,0,yes,columbia::ct67,CT67,CT67 Columbia Taper Ratchet Gear #5841,7.53,0,7.53,verified_exact_identity,no,,,,,0,,,yes,columbia::ct67,CT67,Columbia Ratchet Gear (COLM-CT67),5.16,0,5.16,verified_exact_identity
460,simple,,CT15,Columbia Tools,Ratchet Rod for Adjustable Brake,6.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::ct15,CT15,Columbia Adjustable Brake Ratchet Rod (COLM-CT15),5.82,0,5.82,verified_exact_identity
461,simple,,CT92,Columbia Tools,Release Clip Bushing,10.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.72,,,0,Price Conflict - Review Required,0,yes,columbia::ct92,CT92,CT92 Columbia Taper Release Clip #5866,12.08,0,12.08,verified_exact_identity,no,,,,,0,,,yes,columbia::ct92,CT92,Columbia Clutch Release Cam (COLM-CT92),10.36,0,10.36,verified_exact_identity
462,simple,,HH31,Columbia Tools,Release Clip Pin,12.95,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,5.98,,,1,Price Conflict - Review Required,0,no,columbia::hh31,HH31,COLHH31 Columbia Hydra Handle Release Clip Pin,,0,,review_only,yes,columbia::hh31,HH31,Handle Release Clip Pin - Columbia Flat Box Door Gasket 10in Fat Boy-New Style - HFBB14-1,20.44,0,20.44,verified_exact_identity,yes,columbia::hh31,HH31,Columbia Release Clip Pin for Hydra Reach Flat Box Handle (COLM-HH31),14.46,0,14.46,verified_exact_identity
463,simple,,HH32,Columbia Tools,Release Clip Washer,22.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,columbia::hh32,HH32,COLHH32 Columbia Hydra Handle Release Clip Washer,,0,,review_only,no,,,,,0,,,yes,columbia::hh32,HH32,Columbia Release Clip Washer for Hydra Reach Flat Box Handle (COLM-HH32),24.09,0,24.09,verified_exact_identity
464,simple,,CT89,Columbia Tools,Release Rod Sleeve,13.70,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.58,,,0,Price Conflict - Review Required,0,yes,columbia::ct89,CT89,CT89 Columbia Taper Release Rod Sleeve #5863,18.10,0,18.10,verified_exact_identity,no,,,,,0,,,yes,columbia::ct89,CT89,Columbia Clutch Release Rod Sleeve (COLM-CT89),15.52,0,15.52,verified_exact_identity
465,simple,,AH1B,Columbia Tools,Return Spring,3.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::ah1b,AH1B,Columbia Return Spring (COLM-AH1B),2.85,0,2.85,verified_exact_identity
466,simple,,CT101,Columbia Tools,Return Spring,9.25,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.30,,,0,Price Conflict - Review Required,0,yes,columbia::ct101,CT101,CT101 Columbia Taper Return Spring #5961,4.15,0,4.15,verified_exact_identity,no,,,,,0,,,yes,columbia::ct101,CT101,Columbia Mud Supply Valve Return Spring (COLM-CT101),2.85,0,2.85,verified_exact_identity
467,simple,,CT54,Columbia Tools,Return Spring,3.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::ct54,CT54,Columbia Return Spring (COLM-CT54),3.23,0,3.23,verified_exact_identity
468,simple,,CT40,Columbia Tools,Return Spring Ring,2.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::ct40,CT40,Columbia Return Spring Ring (COLM-CT40),1.29,0,1.29,verified_exact_identity
469,simple,,CT36,Columbia Tools,Return Spring Tube,33.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,5.55,,,0,Price Conflict - Review Required,0,yes,columbia::ct36,CT36,CT36 Columbia Taper Return Spring Tube #5609,39.16,0,39.16,verified_exact_identity,no,,,,,0,,,yes,columbia::ct36,CT36,Columbia Return Spring Tube (COLM-CT36),33.61,0,33.61,verified_exact_identity
470,simple,,HH33,Columbia Tools,Rlease Trigger Spring,11.75,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,2,Single-Source Evidence + Review Candidates,0,no,columbia::hh33,HH33,COLHH33 Columbia Hydra Handle Release Clip Spring,,0,,review_only,no,tapetech::hh33,HH33,Handle Release Clip Spring - HH33,,0,,review_only,yes,columbia::hh33,HH33,Columbia Spring for Hydra Reach Flat Box Handle (COLM-HH33),5.16,0,5.16,verified_exact_identity
473,variation,FFB7-SHOE,FFB7,Columbia Tools,Shoe - Right,42.95,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::ffb7,FFB7,Columbia Shoe - right (COLM-FFB7),2.67,0,2.67,verified_exact_identity
474,variation,FFB7-SHOE,FFB7A,Columbia Tools,Shoe - Left,42.95,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::ffb7a,FFB7A,Columbia Shoe - left (COLM-FFB7A),2.67,0,2.67,verified_exact_identity
475,variation,CFB3,CFB3-7,Columbia Tools,"Side Plate - 7""",40.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::cfb3-7,CFB3-7,CFB3-7 Columbia Angle Box Side Plate 7in #5540,43.84,0,43.84,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
476,variation,CFB3,CFB3-8,Columbia Tools,"Side Plate - 8""",40.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::cfb3-8,CFB3-8,CFB3-8 Columbia Angle Box Side Plate 8in #5541,43.84,0,43.84,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
477,simple,,CT90,Columbia Tools,Rod Sleeve Housing,22.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,4.26,,,0,Price Conflict - Review Required,0,yes,columbia::ct90,CT90,CT90 Columbia Taper Rod Sleeve Housing #5864,30.10,0,30.10,verified_exact_identity,no,,,,,0,,,yes,columbia::ct90,CT90,Columbia Clutch Release Rod Sleeve Housing (COLM-CT90),25.84,0,25.84,verified_exact_identity
478,simple,,HNS12A,Columbia Tools,Roll Pin,6.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.51,,,0,Price Conflict - Review Required,0,yes,columbia::hns12a,HNS12A,HNS12A Columbia Nail Spotter Handle Roll Pin #12534,8.01,0,8.01,verified_exact_identity,no,,,,,0,,,yes,columbia::hns12a,HNS12A,Columbia Handle Roll Pin for Hinged Nail Spotter (COLM-HNS12A),5.50,0,5.50,verified_exact_identity
479,simple,,HNS13,Columbia Tools,Roll Pin Bushing,9.95,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.49,,,1,Price Conflict - Review Required,0,yes,columbia::hns13,HNS13,HNS13 Columbia Nail Spotter Roll Pin Bushing #12535,4.78,0,4.78,verified_exact_identity,no,tapetech::hns13,hns13,Nail Spotter Roll Pin Bushing #12535 - HNS13,,0,,review_only,yes,columbia::hns13,HNS13,Columbia Roll Pin Bushing for Hinged Nail Spotter (COLM-HNS13),3.29,0,3.29,verified_exact_identity
480,simple,,CR2,Columbia Tools,Roller,12.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,5.12,,,0,Price Conflict - Review Required,0,yes,columbia::cr2,CR2,Columbia Roller Wheel CR2,20.64,0,20.64,verified_exact_identity,no,,,,,0,,,yes,columbia::cr2,CR2,"Columbia Roller, 2 piece - Nylatron/Steel (COLM-CR2)",15.52,0,15.52,verified_exact_identity
481,simple,,CT28,Columbia Tools,Roller Bushing,10.75,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.78,,,0,Price Conflict - Review Required,0,yes,columbia::ct28,CT28,CT28 Columbia Taper Roller Bushing #5601,5.65,0,5.65,verified_exact_identity,no,,,,,0,,,yes,columbia::ct28,CT28,Columbia Roller Bushing (COLM-CT28),3.87,0,3.87,verified_exact_identity
482,simple,,CT125,Columbia Tools,Rollers,15.25,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.47,,,0,Price Conflict - Review Required,0,yes,columbia::ct125,CT125,CT125 Columbia Taper Roller #5985,4.70,0,4.70,verified_exact_identity,no,,,,,0,,,yes,columbia::ct125,CT125,Columbia Hand Grip Roller (COLM-CT125),3.23,0,3.23,verified_exact_identity
483,simple,,FFB37,Columbia Tools,Rubber for Box Wheel,2.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
484,simple,,CT87-CS,Columbia Tools,Rubber Seal,9.75,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::ct87-cs,CT87-CS,Columbia Cover Plate Cork Seal,10.30,0,10.30,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
485,simple,,AH4,Columbia Tools,Side Blade,29.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.10,,,0,Price Conflict - Review Required,0,no,,,,,0,,,yes,columbia::ah4,AH4,AH4 - Angle Head Side Blade,3.46,0,3.46,verified_exact_identity,yes,columbia::ah4,AH4,"Columbia Side Blade Skid, Stainless Steel (COLM-AH4)",3.56,0,3.56,verified_exact_identity
486,simple,,CT7A,Columbia Tools,Side Plate Hub,24.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.69,,,0,Price Conflict - Review Required,0,yes,columbia::ct7a,CT7A,CT7A Columbia Taper Side Plate Hub #5581,14.62,0,14.62,verified_exact_identity,no,,,,,0,,,yes,columbia::ct7a,CT7A,Columbia Side Plate Hub (COLM-CT7A),12.93,0,12.93,verified_exact_identity
487,simple,,MP39,Columbia Tools,Sleeve,14.75,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.02,,,1,Price Conflict - Review Required,0,yes,columbia::mp39,MP39,MP39 Columbia Mud Pump Sleeve #5880,3.28,0,3.28,verified_exact_identity,no,,MP39,Mud Pump Sleeve - MP39,,0,,review_only,yes,columbia::mp39,MP39,Columbia Piston Cup Sleeve (COLM-MP39),2.26,0,2.26,verified_exact_identity
488,simple,,MH20,Columbia Tools,Small Nyliner Bushing,3.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
489,simple,,AH18,Columbia Tools,Socket Wear Cap,9.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.44,,,0,Price Conflict - Review Required,0,yes,columbia::ah18,AH18,AH18 Columbia Angle Head Socket Wear Cup #5817,10.16,0,10.16,verified_exact_identity,no,,,,,0,,,yes,columbia::ah18,AH18,Columbia Socket Wear Cup (COLM-AH18),8.72,0,8.72,verified_exact_identity
490,simple,,CT119,Columbia Tools,Spool Retaining Spring,7.25,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,2,Single-Source Evidence + Review Candidates,0,no,columbia::ct119,CT119,COLCT119 Spool Retaining Spring,,0,,review_only,no,,CT-119,Spool Retaining Spring - CT119,,0,,review_only,yes,columbia::ct119,CT119,Columbia Tape Spool Retaining Spring (COLM-CT119),5.82,0,5.82,verified_exact_identity
493,simple,,AH1A,Columbia Tools,Spring Housing,8.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,3.82,,,0,Price Conflict - Review Required,0,yes,columbia::ah1a,AH1A,Columbia Spring Housing Angle Head,12.18,0,12.18,verified_exact_identity,no,,,,,0,,,yes,columbia::ah1a,AH1A,Columbia Return Spring Holder (COLM-AH1A),8.36,0,8.36,verified_exact_identity
494,simple,,FFB4B,Columbia Tools,Stainless Steel Backing Washer,4.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.52,,,0,Price Conflict - Review Required,0,yes,columbia::ffb4b,FFB4B,FFB4B Columbia Flat Box Stainless Steel Backing Washer #6113,5.20,0,5.20,verified_exact_identity,no,,,,,0,,,yes,columbia::ffb4b,FFB4B,Columbia Stainless Steel Backing Washer (COLM-FFB4B),3.68,0,3.68,verified_exact_identity
495,simple,,CT6A,Columbia Tools,Stainless Steel Side Plate - Left,42.95,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,6.14,,,0,Price Conflict - Review Required,0,yes,columbia::ct6a,CT6A,CT6A Columbia Taper Side Plate Left #5577,43.34,0,43.34,verified_exact_identity,no,,,,,0,,,yes,columbia::ct6a,CT6A,Columbia Stainless Steel Side Plate - Left (COLM-CT6A),37.20,0,37.20,verified_exact_identity
496,simple,,FFB4A,Columbia Tools,Stainless Steel Washer,5.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.79,,,0,Price Conflict - Review Required,0,yes,columbia::ffb4a,FFB4A,FFB4A Columbia Flat Box Stainless Steel Washer #6112,6.10,0,6.10,verified_exact_identity,no,,,,,0,,,yes,columbia::ffb4a,FFB4A,Columbia Stainless Steel Washer (COLM-FFB4A),4.31,0,4.31,verified_exact_identity
497,simple,,CT116A,Columbia Tools,Strap,28.50,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::ct116a,CT116A,CT116A Columbia Taper Strap #5975,21.94,0,21.94,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
498,variation,AH8-CLIP,AH8A,Columbia Tools,"Top Retainer Corner Clip - 3.5""",9.75,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,,,,,0,,,no,tapetech::ah8a,ah8a,AH8A - Short Center Clip,,0,,review_only,yes,columbia::ah8a,AH8A,"Columbia Top Retainer Clip, fits 3.5"" (COLM-AH8A)",5.82,0,5.82,verified_exact_identity
499,variation,AH8-CLIP,AH8,Columbia Tools,Top Retainer Corner Clip - Standard,8.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,columbia::ah8,AH8,AH8 Columbia Angle Head Retainer Clip (Short) #5812,,0,,review_only,no,,,,,0,,,yes,columbia::ah8,AH8,"Columbia Top Retainer Clip, fits 2"", 2.5"", and 3"" (COLM-AH8)",5.82,0,5.82,verified_exact_identity
500,variation,DS-DURA-III,D14-22,Dura-Stilts,Dura-III Adjustable - 14”-22”,404.68,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,3,Single-Source Evidence + Review Candidates,0,no,,DSS1422US,"Dura-Stilts Dura-III Adjustable Drywall Stilts 14""-22""",,0,,review_only,no,,DURASTILTSMALL,"Dura-Stilts Dura-III Adjustable Drywall Stilts 14""-22""",,1,,review_only,yes,dura-stilts::d14-22,D14-22,"Dura-Stilt III 14-22"" Adjustable Aluminum Drywall Stilts",400.00,0,400.00,verified_exact_identity
503,variation,DS-DURA-III,D18-30,Dura-Stilts,Dura-III Adjustable - 18”-30”,429.86,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,3,Single-Source Evidence + Review Candidates,0,no,,DSS1830US,"Dura-Stilts Dura-III Adjustable Drywall Stilts 18""-30""",,0,,review_only,no,,DURASTILTMEDIUM,"Dura-Stilts Dura-III Adjustable Drywall Stilts 18""-30""",,1,,review_only,yes,dura-stilts::d18-30,D18-30,"Dura-Stilt III 18-30"" Adjustable Aluminum Drywall Stilts",415.00,0,415.00,verified_exact_identity
504,variation,DS-DURA-III,D24-40,Dura-Stilts,Dura-III Adjustable - 24”-40”,453.24,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,3,Single-Source Evidence + Review Candidates,0,no,,DSS2440US,"Dura-Stilts Dura-III Adjustable Drywall Stilts 24""-40""",,0,,review_only,no,,DURASTILTLARGE,"Dura-Stilts Dura-III Adjustable Drywall Stilts 24""-40""",,1,,review_only,yes,dura-stilts::d24-40,D24-40,"Dura-Stilt III 24-40"" Adjustable Aluminum Drywall Stilts",435.00,0,435.00,verified_exact_identity
505,variation,LV5-CORNER-APPLICATOR,4-701,LEVEL5,LEVEL5 Corner Applicator - 7”,287.65,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
506,variation,LV5-CORNER-APPLICATOR,4-702,LEVEL5,LEVEL5 Corner Applicator - 8”,296.64,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
507,variation,LV5-CORNER-HANDLE-APPLICATOR-EXT,4-794,LEVEL5,LEVEL5 Corner Applicator Handle (Extendable) - 31”- 50”,176.35,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
508,variation,LV5-CORNER-HANDLE-APPLICATOR-EXT,4-798,LEVEL5,LEVEL5 Corner Applicator Handle (Extendable) - 43”- 72”,195.18,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
509,simple,,BH11,Columbia Tools,Strap Connecting Pin,7.95,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::bh11,BH11,Columbia Strap Connecting Pin for 180 Grip Flat Box Handle (COLM-BH11),2.36,0,2.36,verified_exact_identity
510,simple,,CR12,Columbia Tools,Swivel Coupling Pin,12.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.39,,,0,Price Conflict - Review Required,0,yes,columbia::cr12,CR12,CR12 Columbia Corner Roller Swivel Coupling Pin #5568,5.38,0,5.38,verified_exact_identity,no,,,,,0,,,yes,columbia::cr12,CR12,Columbia Handle Connecting Link for Corner Roller (COLM-CR12),3.99,0,3.99,verified_exact_identity
511,simple,,CT57,Columbia Tools,Tape Advance Carriage,82.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,14.50,,,0,Price Conflict - Review Required,0,yes,columbia::ct57,CT57,CT57 Columbia Taper Tape Advance Carriage #5833,102.40,0,102.40,verified_exact_identity,no,,,,,0,,,yes,columbia::ct57,CT57,Columbia Tape Advance Carriage (Includes CT58)  (COLM-CT57),87.90,0,87.90,verified_exact_identity
512,simple,,CT120,Columbia Tools,Tape Spool,22.81,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::ct120,CT120,Columbia Tape Spool (COLM-CT120),25.84,0,25.84,verified_exact_identity
513,simple,,CT14A,Columbia Tools,Taper Adjustable Brake,22.50,regular_price,,3,3,MARKET_PRICE_CONFLICT,,0,2.57,,,0,Price Conflict - Review Required,0,yes,columbia::ct14a,CT14A,CT14A Columbia Taper Adjustable Brake #5589,8.73,0,8.73,verified_exact_identity,yes,columbia::ct14a,ct14A,CT14A - Taper Adjustable Brake,7.18,0,7.18,verified_exact_identity,yes,columbia::ct14a,CT14A,Columbia Adjustable Brake (COLM-CT14A),6.16,0,6.16,verified_exact_identity
514,simple,,FFB32A,Columbia Tools,Thumb Release Clip Screw,12.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.54,,,1,Price Conflict - Review Required,0,yes,columbia::ffb32a,FFB32A,FFB32A Columbia Flat Box Thumb Release Clip Screw,1.70,0,1.70,verified_exact_identity,no,tapetech::ffb32a,FFB32A,Flat Box Thumb Release Clip Screw - FFB32A,,0,,review_only,yes,columbia::ffb32a,FFB32A,Columbia Thumb Clip Door Release/Stop Bolt (COLM-FFB32A),1.16,0,1.16,verified_exact_identity
515,simple,,CT53,Columbia Tools,Toe Kicker,28.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,3.74,,,0,Price Conflict - Review Required,0,yes,columbia::ct53,CT53,Columbia Taper Toe Kicker CT53,26.38,0,26.38,verified_exact_identity,no,,,,,0,,,yes,columbia::ct53,CT53,Columbia Toe Kicker (COLM-CT53),22.64,0,22.64,verified_exact_identity
516,simple,,CT92A,Columbia Tools,Toe Kicker Caple Retainer Clip,7.95,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.18,,,0,Price Conflict - Review Required,0,yes,columbia::ct92a,CT92A,CT92A Columbia Taper L Clip #5867,3.78,0,3.78,verified_exact_identity,no,,,,,0,,,yes,columbia::ct92a,CT92A,"Columbia Toe Kicker Cable Retainer Clip ""L"" Clip (COLM-CT92A)",2.60,0,2.60,verified_exact_identity
517,simple,,HH10A,Columbia Tools,Top Cap,2.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::hh10a,HH10A,13711,2.28,0,2.28,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
518,simple,,BH5,Columbia Tools,Upper Mounting Bracket,18.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.21,,,1,Price Conflict - Review Required,0,yes,columbia::bh5,BH5,BH5 Columbia Box Handle Upper Mounting Bracket (180 Grip) #12460,10.54,1,10.54,verified_exact_identity,no,,,,,0,,,yes,columbia::bh5,BH5,Columbia Upper Mounting Bracket for 180 Grip Flat Box Handle (COLM-BH5),9.33,0,9.33,verified_exact_identity
519,simple,,HH2,Columbia Tools,Upper Mounting Bracket,66.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,8.98,,,0,Price Conflict - Review Required,0,yes,columbia::hh2,HH2,Columbia Upper Mounting Bracket for COL88,77.48,0,77.48,verified_exact_identity,no,,,,,0,,,yes,columbia::hh2,HH2,Columbia Flat Box Handle Upper Mounting Bracket for Hydra Reach Flat Box Handle (COLM-HH2),68.50,0,68.50,verified_exact_identity
520,simple,,HNS20,Columbia Tools,Wedge,22.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,3.40,,,0,Price Conflict - Review Required,0,yes,columbia::hns20,HNS20,HNS20 Columbia Nail Spotter Wedge for Skid Nail Spotter #12278,20.44,0,20.44,verified_exact_identity,yes,columbia::hns20,HNS20,Columbia Nail Spotter Wedge for Skid Nail Spotter - HNS20,17.04,0,17.04,verified_exact_identity,no,,,,,0,,
524,variation,LV5-CORNER-FINISHER,4-732,LEVEL5,LEVEL5 Corner Finisher - 2.5”,400.24,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
525,variation,LV5-CORNER-FINISHER,4-733,LEVEL5,LEVEL5 Corner Finisher - 3”,409.65,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
526,variation,LV5-CORNER-FINISHER,4-734,LEVEL5,LEVEL5 Corner Finisher - 3.5”,419.07,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
527,variation,LV5-CORNER-FINISHER,4-735,LEVEL5,LEVEL5 Corner Finisher - 4”,428.48,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
